song_name,lyrics
OneRepublic - I Ain’t Worried (From “Top Gun - Maverick”) [Official Music Video],"[WHISTLING]  I DON'T KNOW WHAT YOU'VEBEEN TOLD   BUT TIME IS RUNNING OUT NONEED TO TAKE IT SLOW   I'M STEPPING TO YOUTOE TO TOE   I SHOULD BE SCARED HONEYMAYBE SO   BUT I AIN'T WORRIED BOUT ITRIGHT NOW (RIGHT NOW)   KEEPING DREAMS ALIVE,1999, HEROES   I AIN'T WORRIED BOUT IT RIGHTNOW (RIGHT NOW)   SWIMMIN IN THE FLOODS, DANCINGON THE CLOUDS, BELOW   I AIN'T WORRIED BOUT IT  [WHISTLING]  I AIN'T WORRIED BOUT IT  [WHISTLING]  I DON'T KNOW WHAT YOU'VEBEEN TOLD   BUT TIME IS RUNNING OUT SOSPEND IT LIKE ITS GOLD   I'M LIVING LIKE I'M 9 ZEROS   GOT NO REGRETS EVEN WHENI'M BROKE   YEAH   I'M AT MY BEST WHENI GOT SOMETHING   I'M WANTING TO STEAL   WAY TOO BUSY FORTHEM PROBLEMS   AND PROBLEMS TO FEEL(YEAH YEAH)   NO STRESSING JUST OBSESSINWITH SEALIN THE DEAL   I'LL TAKE IT IN AND LETIT GO   BUT I AIN'T WORRIED BOUT ITRIGHT NOW (RIGHT NOW)   KEEPING DREAMS ALIVE,1999, HEROES   I AIN'T WORRIED BOUT IT RIGHTNOW (RIGHT NOW)   SWIMMIN IN THE FLOODS,DANCING ON THE CLOUDS, BELOW   I AIN'T WORRIED BOUT IT  [WHISTLING]  I AIN'T WORRIED BOUT IT  [WHISTLING]  OOOOOOOOOO   I AIN'T WORRIED   OOOOOOOO   OH NO NO   I AIN'T WORRIED BOUT IT RIGHTNOW (RIGHT NOW)   KEEPING DREAMS ALIVE,1999, HEROES   I AIN'T WORRIED BOUT IT RIGHTNOW (RIGHT NOW)   SWIMMIN IN THE FLOODS, DANCINGON THE CLOUDS, BELOW   I AIN'T WORRIED BOUT IT  [WHISTLING]  I AIN'T WORRIED BOUT IT  [WHISTLING]  I AIN'T WORRIED BOUT IT "
OutKast -- Hey Ya lyrics,"- 3000, for the sake ofeverybody in the band, act like you've got some sense. - He ain't goin' go upthere and shake his ass. - Were we talkin' to you? Go get out there playin' the (beep), okay? - We 'id that every night, that's all I know howto do, man, you know? - I ain't flew overseas in the middle seat for us to get over here and (beep) up, act like you got some sense. You might get a little bit of this here. Not (beep) money, this is hope money. I hope you get outthere and do your thing. Hey, check it out. Hey, hey. You know what I'm saying? - All right. - You think you can follow that? 3000, I'm telling you. Don'tmess it up for everybody. Greyhound don't float on water. - Here in London for the first time to perform for you live Johnny Vulture, BenjaminAndre, Dookie on drums, Possum Jenkins, and Andre Ice Cold 3000 performing their smash hit ""Hey Ya,"" ladies and gents, I giveyou the love, the love. (audience cheers) - One, two, three, uh!  My baby don't mess around   Because she loves me so   And this I know fo sho   But does she really wanna   But can't stand to seeme walk out the door   Don't try to fight the feeling   Because the thought aloneis killin' me right now   Thank God for Mom and Dad   For sticking two together   'Cause we don't know how   Come on   Hey ya   Hey ya   Hey ya   Hey ya   Hey ya   Hey ya   Hey ya   Hey ya   You think you've got it   Oh, you think you've got it   But got it just don't get it'til there's nothin' at all   We get together   Oh, we get together   But separate's always better   When there's feelings involved   If what they say is   ""Nothing is forever""   Then what makes, then what makes   Then what makes, then what makes   Love the exception   So why, oh, why, oh   Why, oh, why, oh, why, oh   Are we so in denial when weknow we're not happy here   Y'all don't want to hearme, you just want to dance   Hey ya  Uh oh   Don't want to meet your daddy   Uh oh   Just want you in my Caddy   Uh oh   Don't want to meet your mama   Hey ya  Uh oh   Just want to make you   Uh oh   I'm, I'm, I'm just being honest   I'm just being honest   Hey, alright now   Alright now, fellas   Yeah   Now, what cooler than being cool   Ice cold   I can't hear you   I say what's, what'scooler than being cool   Ice cold   Alright, alright,alright, alright, alright   Alright, alright,alright, alright, alright   Alright, alright, alright, alright   Okay, now ladies   Yeah   Now, we gon' break this thangdown in just a few seconds   Now, don't have me breakthis thang down for nothin'   Now, I want to see y'allon y'all baddest behavior   Lend me some sugar, I am your neighbor   Ah, here we go   Shake it, shake, shake it,shake it, shake, shake it   Shake it, shake, shakeit, shake it, shake it   Shake it like aPolaroid picture, hey ya   Shake it, shake, shake it,shake it, shake, shake it   Shake it, shake it, shake it, sugar   Shake it like a Polaroid picture   Now, all Beyonce's, and Lucy Liu's   And baby dolls, get on the floor   Get on the floor, you know what to do   You know what to do   You know what to do   Hey ya  Uh oh   Hey ya  Uh oh   Hey ya  Uh oh   Hey ya  Uh oh   Hey ya  Uh oh   Hey ya  Uh oh   Hey ya  Uh oh   Hey ya  Uh oh "
P!nk - Just Give Me A Reason ft. Nate Ruess,"(""Just Give Me A Reason"")  Right from the start you werea thief, you stole my heart   And I, your willing victim   I let you see the parts of me   That weren't all that pretty   And with every touch you fixed them   Now you've been talking in your sleep   Oh oh   Things you never say to me   Oh oh   Tell me that you've had enough   Of our love   Our love   Just give me a reason   Just a little bit's enough   Just a second, we'renot broken just bent   And we can learn to love again   It's in the stars   It's been written inthe scars on our hearts   We're not broken, just bent   And we can learn to love again   I'm sorry I don't understand   Where all of this is coming from   I thought that we were fine   Oh, we had everything   Your head is running wild again   My dear, we still have everything   And it's all in your mind   Yeah, but this is happening   You've been having real bad dreams   Oh oh   You used to lie so close to me   Oh oh   There's nothing more than empty sheets   Between our love   Our love   Oh our love, our love, love   Just give me a reason   Just a little bit's enough   Just a second, we'renot broken, just bent   And we can learn to love again   I never stop, you're still written   In the scars on my heart   You're not broken, just bent   And we can learn to love again   Oh, tear ducts and rust   I'll fix it for us   We're collecting dust   But our love's enough   You're holding it in   You're pouring a drink   No, nothing is as bad as it seems   We'll come clean   Just give me a reason   Just a little bit's enough   Just a second, we'renot broken, just bent   And we can learn to love again   It's in the stars   It's been written inthe scars on our hearts   That we're not broken, just bent   And we can learn to love again   Just give me a reason   Just a little bit's enough   Just a second, we'renot broken, just bent   And we can learn to love again   It's in the stars   It's been written inthe scars on our hearts   That we're not broken, just bent   And we can learn to love again   Oh, we can learn to love again   Oh oh, we can learn to love again   Oh oh, that we'renot broken, just bent   And we can learn to love again "
P!nk - So What (Official Video),"(So What by P!nk)  Na-na-na-na, na-na, na   Na-na-na-na na-na   Na-na-na-na, na-na, na   Na-na-na-na na-na   I guess I just lost my husband   I don't know where he went   So I'm gonna drink my money   I'm not gonna pay his rent   I got a brand new attitude   And I'm gonna wear it tonight   I wanna get in trouble   I wanna start a fight   Na-na-na-na, na-na, na   I wanna start a fight   Na-na-na-na, na-na, na   I wanna start a fight!   So, so what?   I'm still a rock star   I got my rock moves   And I don't need you   And guess what?   I'm having more fun   And now that we're done   I'm gonna show you tonight   I'm alright   I'm just fine   And you're a tool   So, so what?   I am a rock star   I got my rock moves   And I don't want you tonight   Uh, check my flow, uh   The waiter just took my table   And gave it to Jessica Simps, shit   I guess I'll go sit with drum boy   At least he'll know how to hit   What if this song's on the radio?   Then somebody's gonna die   I wanna get in trouble   My ex will start a fight   Na-na-na-na, na-na, na   He's gonna start a fight   Na-na-na-na, na-na, na   We're all gonna get in a fight   So, so what?   I'm still a rock star   I got my rock moves   And I don't need you   And guess what?   I'm having more fun   And now that we're done   I'm gonna show you tonight   I'm alright   I'm just fine   And you're a tool   So, so what?   I am a rock star   I got my rock moves   And I don't want you tonight   You weren't there   You never were   You want it all   But that's not fair   I gave you life   I gave my all   You weren't there   You let me fall   So, so what?   I'm still a rock star   I got my rock moves   And I don't need you   And guess what?   I'm having more fun   And now that we're done   I'm gonna show you tonight   I'm alright   I'm just fine   And you're a tool   So, so what?   I am a rock star   I got my rock moves   And I don't want you tonight   No no, no no   I don't want you tonight   You weren't there   I'm gonna show you tonight   I'm alright   I'm just fine   And you're a tool   So, so what?   I am a rock star   I got my rock moves   And I don't want you tonight   Woo-hoo   Ba-da-da-da, da-da  (blows raspberry)"
Panic! At The Disco - I Write Sins Not Tragedies [OFFICIAL VIDEO], oh well imagine as i'm pacing the pews in a church corridor and i can't help but hear now i can't help but to hear in exchanging of words what a beautiful wedding what a beautiful wedding it's much better to face these kinds of things with a sense of poison rationality  better to face these kinds of things   oh well in at it this way fact mean technically our marriage is  [Applause] much better than they say it's kinds much better to face these kinds of things  [Applause]  [Applause]  much better to face these kinds of things with a sense of poison rationality haven't you people ever heard of closing their door no much better to face these kinds of things with a sense of  [Applause]  you
Paramore - The Only Exception [OFFICIAL VIDEO], when I was younger  my daddy cry and curse at the wind he broke his own heart as he tried to read soon and my mama swore that she would forget and that was the day that I promised I'd never sing of love does not exist  the only exception for you [Applause] only exception for you the only exception you are exception  maybe I know beep in my soul love never [Applause] and we've got [Applause]  but keep a straight face  in a coaster  is ones  [Applause] we need cuz none of it was ever worth there [Applause]  [Applause] section so she [Applause]  [Applause]  [Applause]  [Applause]  you are the only exception you are only exception you step show you  [Applause]  exception [Applause]   [Applause] my way to believe it  you
Parklife (2012 Remaster),oh confidence is a preference for the eventual voyeur of what is known as a morning suit can be avoided if you take a route straight through what is known as john's got brewer's proof he gets intimidated by the dirty pigeons they love a bit of it who's that gut lord marching you should cut down on your ball flight mate get some exercise oh i get up when i want except on wednesdays when i get rudely awakened by the dustman i put my trousers on i have a cup of tea and i think about leaving the house i feed the pigeons i sometimes feed the sparrows too it gives me a sense of enormous well-being and then i'm at me for the rest of the day safe in and knowledge there will always be a bit of my heart devoted to it upon and it's not about you joggers you
Queens Of The Stone Age - No One Knows (Official Music Video),"(hard rock music)  We get some rules to follow   That and this, these and those   No one knows   We get these pills to swallow   How they stick in your throat   Tastes like gold   Oh, what you do to me   No one knows   And I realize you're mine   Indeed a fool am I   And I realize you're mine   Indeed a fool am I   I journey through the desert   Of the mind with no hope   I fell low   I drift along the ocean   Dead lifeboats in the sun   And come undone   Pleasantly caving in   I come undone   And I realize you're mine   Indeed a fool am I   And I realize you're mine   Indeed a fool am I   Heaven smiles above me   What a gift here below   But no one knows   A gift that you give to me   No one knows "
Red Hot Chili Peppers - Can't Stop [Official Music Video],Can't stop addicted to the shin dig Chop Top he says I'm gonna win big Choose not a life of immitation Distant cousin to the reservation Defunkt the pistol that you pay for This punk the feeling that you stay for In time I want to be your best friend Eastside love is living on the westend Knocked out but boy you better come to Don't die you know the truth is some do Go write your message on the pavement Burning so bright I wonder what the wavemeant White heat is screaming in the jungle Complete the motion if you stumble Go ask the dust for any answers Come back strong with 50 belly dancers The world I love The tears I drop To be part of The wave can't stop Ever wonder if it's All for you The world I love The trains I hop To be part of The wave can't stop Come and tell me when it's Time to Sweetheart is bleeding in the snowcone So smart she's leading me to ozone Music the great communicator Use two sticks to make it in the nature I'll get you into penetration The gender of a generation The birth of every other nation Worth your weight the gold of meditation This chapter's going to be a close one Smoke rings I know you're going to blow one All on a spaceship persevering Feel no need for any interfering Can't stop the spirits when they need you Mop tops are happy when they feed you J. butterfly is in the treetop Birds that blow the meaning into bebop The world I love The tears I drop To be part of The wave can't stop Ever wonder if it's All for you The world I love The trains I hop To be part of The wave can't stop Come and tell me when it's Time to Wait a minute i'm passing out win or lose Just like you Far more shocking than anything i ever knew How about you Ten more reasons why I need somebody new Just like you Far more shocking than anything i ever knew Right on cue Can't stop addicted to the shin dig Chop Top he says I'm gonna win big Choose not a life of immitation Distant cousin to the reservation Defunkt the pistol that you pay for This punk the feeling that you stay for In time I want to be your best friend Eastside love is living on the westend Knocked out but boy you better come to Don't die you know the truth is some do Go write your message on the pavement Burning so bright I wonder what the wavemeant Kick start the golden generator Sweet talk but don't intimidate her All on a spaceship persevering Feel no need for any interfering Your image in the dictionary This life is more than ordinary Can I get two maybe even three of these Coming from a space to teach you of the pliedes Can't stop the spirits when they need you This life is more than just a read through
Red Hot Chili Peppers - Snow (Hey Oh) (Official Music Video), come to the side that the things that are tribal in my life is to get high on when I sit alone come get a little known but I need more than myself this guy step from the road to the sea to the sky and I do believe it we rely on when I lay down home get the better on my life to sacrifice hey  listen what I got your hair now listen what I when when I know to the well on small time to decide when it's given me when look inside come to believe that I oh I get my chance to ride when it's killing me what do we really need all that I need to look inside listen what I say come back and head  look at what ass  the Morrissey lesson Oh like to let it go  whoa  [Applause] we're its own  in running beware on my tongue  and other channels down now you bring it up I'm gonna ring it up just to hear you see step from the road to the sea this guy and if you believe when I laid on all my life to sacrifice Hey listen what I say I got your head listen what the more I see less  let it go here whoa  /  another where it around my time room there is no  Oh now  no need Oh  see  [Applause]  [Applause] 
Ricky Montgomery - Line Without a Hook (Official Music Video),i don't really give a damn about the way you touch me when we're alone you can hold my hand if no one's home do you like it when i'm away if i wouldn't hurt my body  mama never really learns how to live by yourself it's a curse and it's growing   and i found a way to kill the sound oh baby i am a wreck when i'm without you i need you here to stay  oh  oh  the wind is a pounding on my back and i found her   without you i need you here to stay i broke all my bones that day i found you crying   i [Applause]  is it worth it is  [Applause]  and there's nothing there's nothing in between and in my eyes there is a tiny dancer watching over me he's singing she's a lady and i'm  when i'm without you i need you here to stay i found you    you
Rihanna - Diamonds," Shine bright like a diamond   Shine bright like a diamond   Find light in the beautiful sea   I choose to be happy   You and I, you and I   We're like diamonds in the sky   You're a shooting star I see   A vision of ecstasy   When you hold me   I'm alive   We're like diamonds in the sky   I knew that   We'd become one right away   Oh, right away   At first sight   I felt the energy of sun rays   I saw the life inside your eyes   So shine bright   Tonight   You and I   We're beautiful likediamonds in the sky   Eye to eye   So alive   We're beautiful likediamonds in the sky   Shine bright like a diamond   Shine bright like a diamond   Shining bright like a diamond   We're beautiful likediamonds in the sky   Shine bright like a diamond   Shine bright like a diamond   Shining bright like a diamond   We're beautiful likediamonds in the sky   Palms rise to the universe   As we moonshine and molly   Feel the warmth, we'll never die   We're like diamonds in the sky   You're a shooting star I see   A vision of ecstasy   When you hold me   I'm alive   We're like diamonds in the sky   At first sight   I felt the energy of sun rays   I saw the life inside your eyes   So shine bright   Tonight   You and I   We're beautiful likediamonds in the sky   Eye to eye   So alive   We're beautiful likediamonds in the sky   Shine bright like a diamond   Shine bright like a diamond   Shining bright like a diamond   We're beautiful likediamonds in the sky   Shine bright like a diamond   Shine bright like a diamond   Shining bright like a diamond   We're beautiful likediamonds in the sky   Shine bright like a diamond   Shine bright like a diamond   Shine bright like a diamond   So shine bright   Tonight   You and I   We're beautiful likediamonds in the sky   Eye to eye   So alive   We're beautiful likediamonds in the sky   Shine bright like a diamond   Shine bright like a diamond   Shine bright like a diamond   Oh-oh, yeah   Shine bright like a diamond   Shine bright like a diamond   Shine bright like a diamond   Shine bright like a diamond.  (waves lapping)"
Robbie Williams - Angels,  I SIT AND WAIT   DOES AN ANGEL CONTEMPLATEMY FATE   AND DO THEY KNOW   THE PLACES WHERE WE GO   WHEN WERE GREY AND OLD   COS I HAVE BEEN TOLD   THAT SALVATION LETSTHEIR WINGS UNFOLD   SO WHEN I'M LYING IN MY BED   THOUGHTS RUNNING THROUGHMY HEAD   AND I FEEL THAT LOVE IS DEAD   I'M LOVING ANGELS INSTEAD   AND THROUGH IT ALL SHE OFFERSME PROTECTION   A LOT OF LOVE AND AFFECTION   WHETHER I'M RIGHT OR WRONG   AND DOWN THE WATERFALL   WHEREVER IT MAY TAKE ME   I KNOW THAT LIFEWON'T BREAK ME   WHEN I COME TO CALL   SHE WON'T FORSAKE ME   I'M LOVING ANGELS INSTEAD   WHEN I'M FEELING WEAK   AND MY PAIN WALKS DOWNA ONE WAY STREET   I LOOK ABOVE   AND I KNOW I'LL ALWAYSBE BLESSED WITH LOVE   AND AS THE FEELING GROWS   SHE BREATHES FLESH TOMY BONES   AND WHEN LOVE IS DEAD   I'M LOVING ANGELS INSTEAD   AND THROUGH IT ALL SHE OFFERSME PROTECTION   A LOT OF LOVE AND AFFECTION   WHETHER I'M RIGHT OR WRONG   AND DOWN THE WATERFALL   WHEREVER IT MAY TAKE ME   I KNOW THAT LIFEWON'T BREAK ME   WHEN I COME TO CALL   SHE WONT FORSAKE ME   I'M LOVING ANGELS INSTEAD    AND THROUGH IT ALL SHE OFFERSME PROTECTION   A LOT OF LOVE AND AFFECTION   WHETHER I'M RIGHT OR WRONG   AND DOWN THE WATERFALL   WHEREVER IT MAY TAKE ME   I KNOW THAT LIFEWON'T BREAK ME   WHEN I COME TO CALL   SHE WONT FORSAKE ME   I'M LOVING ANGELS INSTEAD  
Robbie Williams - Feel,"  COME AND HOLD MY HAND   I WANNA CONTACT THE LIVING   NOT SURE I UNDERSTAND   THIS ROLE I'VE BEEN GIVEN   I SIT AND TALK TO GOD   AND HE JUSTLAUGHS AT MY PLANS   MY HEAD SPEAKS A LANGUAGE   I DON'T UNDERSTAND   JUST WANNA FEEL REAL LOVE   FEEL THE HOME THAT I LIVE IN   'CAUSE I GOT TOO MUCH LIFE   RUNNING THROUGH MY VEINS   GOING TO WASTE   I DON'T WANNA DIE   BUT I AIN'T KEEN ON LIVINGEITHER   BEFORE I FALL IN LOVE   I'M PREPARING TO LEAVE HER   SCARE MYSELF TO DEATH   THAT'S WHY I KEEP ON RUNNING   BEFORE I'VE ARRIVED   I CAN SEE MYSELF COMING   I JUST WANNA FEEL REAL LOVE   FEEL THE HOME THAT I LIVE IN   'CAUSE I GOT TOO MUCH LIFE   RUNNING THROUGH MY VEINS   GOING TO WASTE   AND I NEED TO FEEL REAL LOVE   AND A LIFE EVER AFTER   I CAN NOT GET ENOUGH     I JUST WANNA FEEL REAL LOVE   FEEL THE HOME THAT I LIVE IN   I GOT TOO MUCH LOVE   RUNNING THROUGH MY VEINS   TO GO TO WASTE   I JUST WANNA FEEL REAL LOVE   AND A LIFE EVER AFTER   THERE'S A HOLE IN MY SOUL   YOU CAN SEE IT IN MY FACE   IT'S A REAL BIG PLACE   (FIGURE IT OUT, FEEL)   COME AND HOLD MY HAND   I WANNA CONTACT THE LIVING   NOT SURE I UNDERSTAND   THIS ROLE I'VE BEEN GIVEN   NOT SURE I UNDERSTAND   NOT SURE I UNDERSTAND   NOT SURE I UNDERSTAND   NOT SURE I UNDERSTAND  "
Santana - Smooth (Stereo) ft. Rob Thomas,"(light music in background) (people chattering) (""Smooth"")  Man, it's a hot one   Like seven inches from the midday sun   Well, I hear you whisperand the words melt everyone   But you stay so cool   My munequita, mySpanish Harlem Mona Lisa   You're my reason for reason   The step in my groove   And if you said thislife ain't good enough   I would give my world to lift you up   I could change my lifeto better suit your mood   Because you're so smooth   And it's just like theocean under the moon   Oh, it's the same as theemotion that I get from you   You got the kind of lovin'that can be so smooth, yeah   Give me your heart, make itreal, or else forget about it   But I'll tell you one thing   If you would leaveit'd be a crying shame   In every breath and every word   I hear your name calling me out   Out from the barrio   You hear my rhythm on your radio   You feel the turning ofthe world, so soft and slow   It's turning you round and round   And if you said thislife ain't good enough   I would give my world to lift you up   I could change my lifeto better suit your mood   Because you're so smooth   Well, and it's just likethe ocean under the moon   Well, it's the same as theemotion that I get from you   You got the kind of lovin'that can be so smooth, yeah   Give me your heart, make itreal, or else forget about it   And it's just like theocean under the moon   It's the same as theemotion that I get from you   You got the kind of lovin'that can be so smooth, yeah   Give me your heart, make itreal, or else forget about it   Or else forget about it   Or else forget about it   Oh, let's don't forget about it   Give me your heart, make it real   Let's don't forget about it, hey   Let's don't forget aboutit, now, oh, now, oh   Let's don't forget aboutit, now, now, now, oh   Let's don't forget aboutit, hey, now, now, oh   Let's don't forgetabout it, hey, hey, hey "
Saucy (Lyric Video) - John Alex GATSBY,please do   okay  let me ask you a question do you wanna hit the road with me did you wanna catch show baby cause I  maybe you could take control baby just tell me where you wanna go lady cause you you make me wanna sell my soul baby Jesus Take the Wheel the way she make me feel gotta be something real my toes are curled into my heels G G just take a wheel the way she make me feel gotta be something real my toes are coming to my heels making my coffee in love with you you're just so damn Saucy love the way you move your body make me wanna be naughty in the morning making my coffee in love with you you're just so damn Saucy come over here now let's have a chat why'd you have to do me like that you made that ass oh I love the way you bounce it back yeah baby keep doing it like that you flip around and then you kick it on back you gonna make me wanna blow through a stack just make it bounce yeah that is so fat huh I think that maybe we should go baby anyway you'd like to go lady I love it when you take control baby Jesus Take the Wheel  making my coffee in love with you you're just so damn Saucy Love The Way You Move Your Body is foreign other things
Savage Garden - To The Moon & Back (Extended Version),"(ground rumbling) (digital beeping) (ethereal pop music) (upbeat pop music)  She's taking her timemaking up the reasons   To justify all the hurt inside   Guess she knows from the smilesand the look in their eyes   Everyone's got a theoryabout the bitter one   They're saying   Mama never loved her much   And daddy never keeps in touch   That's why she shiesaway from human affection   But somewhere in a private place   She packs her bags for outer space   And now she's waiting for theright kind of pilot to come   And she'll say to him   She's saying   I would fly you to the moon and back   If you'll be, if you'll be my baby   Got a ticket for a world   Where we belong   So would you be my baby   Ooh, ooh   She can't remember a time   When she felt needed   If love was red thenshe was colorblind   All her friends, they'vebeen tried for treason   And crimes that were never defined   She's saying   Love is like a barren place   And reaching out for human faith is   Is like a journey I justdon't have a map for   So baby gonna take a dive andpush the shift to overdrive   Send a signal that she'shanging all her hopes   On the stars   What a pleasant dream   Just saying   I would fly you to the moon and back   If you'll be, if you'll be my baby   Got a ticket for a world   Where we belong   So would you be my baby   Hold on   Hold on   Mama never loved her much   And Daddy never keeps in touch   That's why she shiesaway from human affection   But somewhere in a private place   She packs a bag for outer space   And now she's waiting for theright kind of pilot to come   And she'll say to him   Just saying   I would fly you to the moon and back   If you'll be, if you'll be my baby   Got a ticket for a world   Where we belong   So would you be my baby, yeah  (uplifting orchestral music)"
Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),"(crowd cheering) (thunder rumbling)  Oh  (upbeat music) (singing in foreign language)  You're a good soldier,choosing your battles   Pick yourself up,and dust yourself off   And back in the saddle   You're on the frontline, everyone's watching   You know it's serious,we're getting closer   This isn't over   The pressure's on, you feel it   But you got it all, believe it   When you fall, get up, oh oh   And if you fall, get up, eh eh   Tsamina mina zangalewa,'cause this is Africa   Tsamina mina eh eh   Waka waka eh eh   Tsamina mina zangalewa,this time for Africa  (upbeat music)  Listen to your God, this is our motto   Your time to shine, don't wait in line   Y vamos por todo   People are raising their expectations   Go on and feed them,this is your moment   No hesitation   Today's your day, I feel it   You paved the way, believe it   If you get down, get up, oh oh   When you get down, get up, eh eh   Tsamina mina zangalewa,this time for Africa   Tsamina mina eh eh   Waka waka eh eh   Tsamina mina zangalewa, anawa ah ah   Tsamina mina eh eh   Waka waka eh eh   Tsamina mina zangalewa,this time for Africa  (singing in foreign language)  'Cause this is Africa   Africa, Africa   Tsamina mina   Anawa ah ah   Tsamina mina   Tsamina mina   Anawa ah ah   Tsamina mina eh eh   Waka waka eh eh   Tsamina mina zangalewa anawa ah ah   Tsamina mina eh eh   Waka waka eh eh   Tsamina mina zangalewa,this time for Africa   Tango eh eh   Tango eh eh   Tsamina mina zangalewa anawa ah ah   Tango eh eh   Tango eh eh   Tsamina mina zangalewa anawa ah ah   This time for Africa   This time for Africa  - We're all Africa. We're all Africa."
Shawn Mendes - Mercy (Official Music Video),"   YOU'VE GOT A HOLD ON ME,DON'T EVEN KNOW YOUR POWER   I STAND A HUNDRED FEET BUTI FALL WHEN I'M AROUND YA   SHOW ME AN OPEN DOOR ANDYOU GO AND SLAM IT ON ME   I CAN'T TAKEANYMORE, I'M SAYING   BABY, PLEASE HAVEMERCY ON ME   TAKE IT EASY ONMY HEART   EVEN THOUGH YOU DON'TMEAN TO HURT ME,   YOU KEEP TEARINGME APART   WON'T YOU PLEASE HAVEMERCY, MERCY ON MY HEART   WON'T YOU PLEASE HAVEMERCY, MERCY ON MY HEART   I DRIVE THROUGH THE NIGHTJUST TO BE NEAR YOU, BABY   HEART OPEN, TESTIFY, TELLME THAT I'M NOT CRAZY   I'M NOT ASKING FOR A LOT,JUST THAT YOU'RE HONEST WITH ME  AND MY PRIDEIS ALL I GOT   I'M SAYING, BABY,PLEASE HAVE MERCY ON ME   TAKE IT EASY ONMY HEART   EVEN THOUGH YOU DON'TMEAN TO HURT ME,   YOU KEEP TEARINGME APART   WON'T YOU PLEASEHAVE MERCY ON ME,   I'M A PUPPET ONYOUR STRING   AND EVEN THOUGH YOUGOT GOOD INTENTIONS,   I NEED YOU TOSET ME FREE   WON'T YOU PLEASE HAVEMERCY, MERCY ON MY HEART   WON'T YOU PLEASE HAVEMERCY, MERCY ON MY HEART   CONSUMING ALL THEAIR INSIDE MY LUNGS   RIPPING ALL THE SKINFROM OFF MY BONES   I'M PREPARED TOSACRIFICE MY LIFE   I WOULD GLADLYDO IT TWICE   CONSUMING ALL THEAIR INSIDE MY LUNGS   RIPPING ALL THE SKINFROM OFF MY BONES   I'M PREPARED TOSACRIFICE MY LIFE   I WOULD GLADLYDO IT TWICE   OH, PLEASE HAVEMERCY ON ME   TAKE IT EASYON MY HEART   EVEN THOUGH YOU DON'TMEAN TO HURT ME,   YOU KEEP TEARINGME APART   WON'T YOU PLEASEHAVE MERCY ON ME,   I'M A PUPPET ONYOUR STRING   AND EVEN THOUGH YOUGOT GOOD INTENTIONS,   I NEED YOU TOSET ME FREE   I'M BEGGING YOU FOR MERCY,MERCY (ON MY HEART)   I'M BEGGING YOU,BEGGING YOU PLEASE BABY   MERCY, MERCY(ON MY HEART)   OH I'M BEGGING YOU,I'M BEGGING YOU, YEAH  "
Shawn Mendes - There's Nothing Holdin' Me Back (Official Music Video),"  I WANNA FOLLOWWHERE SHE GOES   I THINK ABOUTHER AND SHE KNOWS IT   I WANNA LET HER TAKE CONTROL   'CAUSE EVERY TIMETHAT SHE GETS CLOSE, YEAH   SHE PULLS ME INENOUGH TO KEEP ME GUESSING   AND MAYBE I SHOULDSTOP AND START CONFESSING   CONFESSING, YEAH   OH, I'VE BEEN SHAKING   I LOVE IT WHEN YOU GO CRAZY   YOU TAKE ALL MY INHIBITIONS   BABY, THERE'SNOTHING HOLDING ME BACK   YOU TAKE ME PLACESTHAT TEAR UP MY REPUTATION   MANIPULATE MY DECISIONS   BABY, THERE'SNOTHING HOLDING ME BACK   THERE'S NOTHINGHOLDING ME BACK   THERE'S NOTHINGHOLDING ME BACK   SHE SAYS THATSHE'S NEVER AFRAID   JUST PICTURE EVERYBODY NAKED   SHE REALLYDOESN'T LIKE TO WAIT   NOT REALLY INTO HESITATION   PULLS ME IN ENOUGHTO KEEP ME GUESSING   AND MAYBE I SHOULDSTOP AND START CONFESSING   CONFESSING, YEAH   OH, I'VE BEEN SHAKING   I LOVE IT WHEN YOU GO CRAZY   YOU TAKE ALL MY INHIBITIONS   BABY, THERE'SNOTHING HOLDING ME BACK   YOU TAKE ME PLACESTHAT TEAR UP MY REPUTATION   MANIPULATE MY DECISIONS   BABY, THERE'SNOTHING HOLDING ME BACK   THERE'S NOTHINGHOLDING ME BACK   'CAUSE IF WE LOST OUR MINDSAND WE TOOK IT WAY TOO FAR   I KNOW WE'D BE ALRIGHT,I KNOW WE WOULD BE ALRIGHT   IF YOU WERE BY MY SIDEAND WE STUMBLED IN THE DARK   I KNOW WE'D BE ALRIGHT,I KNOW WE WOULD BE ALRIGHT   'CAUSE IF WE LOST OUR MINDSAND WE TOOK IT WAY TOO FAR   I KNOW WE'D BE ALRIGHT,I KNOW WE WOULD BE ALRIGHT   IF YOU WERE BY MY SIDEAND WE STUMBLED IN THE DARK   I KNOW WE'D BE ALRIGHT,I KNOW WE WOULD BE ALRIGHT   OH, I'VE BEEN SHAKING   I LOVE IT WHEN YOU GO CRAZY   YOU TAKE ALL MY INHIBITIONS   BABY, THERE'SNOTHING HOLDING ME BACK   YOU TAKE ME PLACESTHAT TEAR UP MY REPUTATION   MANIPULATE MY DECISIONS   BABY, THERE'SNOTHING HOLDING ME BACK   THERE'S NOTHINGHOLDING ME BACK   I FEEL SO FREE WHENYOU'RE WITH ME, BABY   BABY, THERE'SNOTHING HOLDING ME BACK "
